Date,ALUA,BBAR,BMA,CEPU,COME,CRES,CVH,EDN,GGAL,LOMA,MIRG,PAMP,SUPV,TECO2,TGNO4,TGSU2,TRAN,TXAR,YPFD,VALO
2018-01-11,15.4,159.0,213.8,39.65,2.23904,39.2,384.47263,49.6,129.25,90.6,595.84998,52.5,115.85,147.39999,69.87975,85.0,59.7,14.4,462.79999,6.340367794036865
2018-01-12,15.95,165.0,217.0,42.0,2.27225,39.45,395.78064,50.1,133.0,95.0,604.0,53.95,119.5,147.0,69.78934,87.2,59.8,14.6,470.0,6.535956382751465
2018-01-15,16.4,171.0,217.0,45.0,2.29122,39.75,403.05008,53.5,137.89999,98.25,606.29999,55.95,125.0,146.39999,71.41656,93.0,59.8,14.85,492.25,6.886388301849365
2018-01-16,16.75,168.0,219.7,47.2,2.28173,40.0,410.72339,53.2,136.8,95.0,588.04999,54.9,123.5,148.0,70.64816,89.65,59.9,15.3,481.79999,7.155323505401611
2018-01-17,16.55,169.25,220.45,45.5,2.27699,40.0,424.05069,54.9,136.60001,93.0,587.0,54.25,124.8,148.3,72.18497,89.75,60.5,16.15,481.0,7.652447700500488
2018-01-18,16.9,168.45,221.39999,44.4,2.46674,39.7,428.897,55.45,138.7,93.65,606.0,54.4,125.6,150.0,71.19056,90.5,61.0,16.4,483.5,8.035477638244629
2018-01-19,16.65,164.45,217.45,42.55,2.43353,39.25,430.51242,55.85,136.89999,94.5,618.34998,53.4,124.8,147.75,70.33176,88.9,60.0,16.3,473.04999,8.14957332611084
2018-01-22,16.65,162.25,218.45,41.65,2.39084,39.0,427.24118,57.4,134.0,95.0,612.15002,53.8,123.7,151.10001,69.87975,90.5,59.9,16.15,482.85001,7.986578941345215
2018-01-23,16.8,163.95,213.10001,42.9,2.40033,40.0,425.66614,57.5,134.8,94.6,610.45001,53.8,127.5,154.0,70.51255,91.2,59.9,16.3,501.0,8.068075180053711
2018-01-24,17.2,167.10001,216.25,45.85,2.44776,39.8,440.20502,59.5,134.55,94.0,621.04999,55.15,128.25,156.2,70.37695,93.4,63.55,16.55,517.95001,8.019179344177246
2018-01-25,17.2,167.95,214.0,47.1,2.49046,41.5,437.78186,61.0,133.55,94.35,620.04999,55.3,128.75,152.0,69.87975,92.95,63.25,16.7,518.65002,7.872485637664795
2018-01-26,17.35,165.8,214.35001,46.1,2.45725,42.9,431.32013,62.1,130.55,94.3,644.59998,55.25,126.1,151.0,70.28655,92.6,63.65,17.0,510.0,7.790990829467773
2018-01-29,17.1,164.10001,207.95,45.6,2.42879,42.1,425.66614,60.05,128.2,92.75,662.15002,55.05,121.75,146.89999,70.69335,93.25,63.95,17.05,485.35001,7.652447700500488
2018-01-30,17.2,162.0,208.25,44.3,2.36712,41.1,415.28699,58.25,129.55,90.6,653.79999,54.0,119.75,144.10001,69.60854,88.75,63.55,16.6,471.89999,7.375362396240234
2018-01-31,17.0,165.85001,212.05,43.35,2.40981,42.5,422.43527,61.05,134.35001,93.7,666.15002,55.2,125.65,149.2,70.19615,90.05,64.4,16.6,478.10001,7.627998352050781
2018-02-01,16.7,160.8,204.5,42.05,2.39558,41.15,421.62753,59.65,133.75,93.5,666.65002,54.65,124.2,148.5,70.69335,88.15,65.05,16.15,475.14999,7.432409286499023
2018-02-02,15.9,150.05,198.25,35.0,2.25327,39.55,403.05008,56.05,124.3,90.1,643.59998,50.25,118.05,142.39999,65.58572,83.55,61.15,15.8,455.04999,7.049379348754883
2018-02-05,15.1,146.25,190.2,34.1,2.13942,37.3,390.93436,53.0,120.5,85.6,615.0,48.8,113.0,138.3,63.8229,80.2,56.3,15.5,437.5,6.487060070037842
2018-02-06,15.4,151.0,199.5,34.0,2.12993,37.05,373.00305,56.0,126.5,84.75,620.0,52.15,120.0,141.0,67.71013,86.5,55.1,15.5,449.0,6.633751392364502
2018-02-07,15.95,148.5,198.5,34.0,2.10147,38.7,375.58777,56.1,124.55,87.1,631.0,50.3,117.55,138.89999,68.16213,86.25,57.85,15.9,438.10001,6.796742916107178
2018-02-08,15.9,144.64999,194.25,33.7,2.07301,38.25,380.03018,55.35,122.7,87.0,601.5,48.55,115.9,138.25,65.08851,83.0,55.45,15.95,434.0,6.593003273010254
2018-02-09,15.3,143.8,191.0,32.8,2.01608,37.2,370.74146,53.5,118.05,86.4,588.20001,47.95,112.25,131.35001,62.24089,81.55,51.75,15.85,421.85001,6.2670207023620605
2018-02-12,,,,,,,,,,,,,,,,,,,,
2018-02-13,,,,,,,,,,,,,,,,,,,,
2018-02-14,15.15,158.95,200.39999,34.1,2.07775,38.8,377.20319,56.95,127.3,93.0,612.0,49.0,122.5,134.2,65.08851,86.35,54.45,15.7,457.35001,6.731546878814697
2018-02-15,14.85,162.5,210.10001,36.25,2.13468,39.15,371.54919,56.65,133.3,90.8,627.34998,49.45,128.05,132.85001,63.68729,85.5,55.05,15.85,451.0,7.171623229980469
2018-02-16,15.15,165.8,218.85001,36.15,2.12993,39.55,369.24719,57.0,134.60001,90.8,623.84998,51.6,128.35001,136.05,64.81731,87.45,57.1,16.3,459.64999,7.302015781402588
2018-02-19,14.95,160.64999,225.85001,36.6,2.12993,40.25,390.12665,58.4,133.55,92.25,644.40002,52.6,134.39999,145.55,65.08851,88.15,58.65,15.9,467.10001,7.171623229980469
2018-02-20,14.75,163.60001,219.10001,36.25,2.0825,40.65,378.81863,57.05,132.60001,92.0,626.34998,51.65,129.39999,138.3,64.5009,87.55,58.05,15.4,461.35001,7.11457633972168
2018-02-21,14.9,164.7,223.3,36.2,2.09198,42.7,399.01151,58.6,133.75,91.05,641.90002,52.55,128.3,137.3,64.32011,85.55,57.4,15.35,465.70001,7.163473606109619
2018-02-22,14.7,166.05,226.60001,35.7,2.12993,44.15,391.74207,58.2,134.0,90.5,638.34998,52.55,128.39999,133.3,65.0433,85.2,56.45,15.45,474.20001,7.033079624176025
2018-02-23,14.85,162.89999,226.3,35.15,2.09673,44.45,390.44971,57.3,130.75,89.5,631.0,51.1,127.85,132.0,62.82849,84.0,57.0,15.45,469.10001,6.71524715423584
2018-02-26,14.7,160.2,229.05,34.55,2.0825,44.0,395.78064,57.7,129.05,90.0,622.59998,52.1,126.95,136.75,62.82849,84.3,54.45,15.05,480.04999,6.7641448974609375
2018-02-27,14.3,158.5,229.5,34.4,2.01134,44.6,379.58597,57.4,127.0,90.2,615.0,51.45,123.5,137.45,62.37649,83.0,53.0,14.85,479.0,6.5767035484313965
2018-02-28,14.4,159.0,230.3,34.25,2.02083,45.7,378.01089,57.95,129.10001,88.5,615.54999,51.8,125.8,134.45,65.85691,83.5,53.45,14.8,469.85001,6.71524715423584
2018-03-01,14.15,153.0,227.25,33.7,1.96865,43.75,371.54919,57.1,123.7,86.9,592.29999,49.75,121.0,130.35001,62.55729,81.5,51.3,14.1,461.14999,6.487060070037842
2018-03-02,13.55,151.5,217.3,33.75,2.04455,44.0,370.09531,55.55,122.95,86.0,609.65002,48.95,118.05,127.0,61.47248,79.6,56.55,13.85,452.04999,6.511507511138916
2018-03-05,13.8,149.89999,218.05,34.3,2.03506,43.5,368.31833,55.1,124.05,90.1,631.0,49.2,119.45,126.55,60.65887,80.0,58.75,13.95,451.89999,6.421862602233887
2018-03-06,14.7,154.64999,220.45,35.0,2.12519,43.4,363.47202,56.85,127.8,89.8,659.0,50.6,120.9,130.35001,62.06009,82.35,58.65,14.75,461.10001,6.3892645835876465
2018-03-07,14.7,151.14999,219.2,35.1,2.12993,42.85,367.51059,57.0,125.55,89.95,656.59998,50.3,119.05,133.95,62.33128,83.2,59.6,14.55,456.29999,6.3729658126831055
2018-03-08,14.7,149.39999,219.10001,34.75,2.1157,42.85,371.54919,58.75,125.15,89.0,661.40002,51.25,116.3,139.2,60.74927,85.2,59.45,14.55,454.20001,6.519657611846924
2018-03-09,14.7,153.0,223.2,34.65,2.10622,43.4,377.4455,60.2,129.7,89.4,637.45001,52.0,119.9,141.85001,61.78888,87.2,61.3,14.65,454.89999,6.739696025848389
2018-03-12,14.8,155.75,227.45,34.95,2.04929,42.9,368.9241,60.15,135.55,89.0,638.90002,51.65,122.1,138.64999,64.3653,87.8,62.3,14.5,446.5,6.9515838623046875
2018-03-13,14.9,154.2,223.55,35.0,1.98288,42.7,363.06818,60.6,132.25,89.5,619.25,52.7,121.65,134.8,64.0489,85.85,61.5,14.35,446.5,6.739696025848389
2018-03-14,14.7,157.45,220.14999,34.5,1.97813,42.5,363.47202,59.75,131.89999,88.5,618.04999,52.7,123.35,136.60001,63.6421,86.05,61.45,14.15,437.64999,6.650050163269043
2018-03-15,14.0,160.5,221.60001,34.65,1.98288,43.15,359.43344,59.85,132.3,90.0,623.04999,52.35,125.05,136.95,62.82849,85.4,61.4,14.0,438.25,6.601153373718262
2018-03-16,13.85,159.35001,220.75,34.7,1.97339,42.35,358.46417,59.2,132.25,89.9,616.70001,51.6,124.05,136.39999,63.3257,86.0,61.15,13.9,434.45001,6.3648152351379395
2018-03-19,13.75,153.25,216.89999,34.0,1.93544,41.9,361.04889,58.0,127.5,86.5,593.29999,49.8,119.4,131.55,61.56288,83.85,59.65,13.6,426.39999,6.136627197265625
2018-03-20,13.8,152.2,215.0,34.5,1.93544,41.5,385.6842,57.1,130.60001,86.95,577.04999,50.35,121.9,131.45,60.56847,82.5,58.6,13.6,431.5,6.3892645835876465
2018-03-21,14.3,155.10001,221.95,34.95,1.96865,41.45,377.97052,57.05,133.39999,86.8,593.09998,50.25,124.9,129.75,61.02048,82.85,59.7,14.2,444.5,6.503358364105225
2018-03-22,14.55,152.7,218.2,35.55,1.94018,40.6,378.01089,57.6,131.45,84.75,597.70001,49.75,121.7,129.89999,59.93567,79.3,58.15,14.3,431.04999,6.405564308166504
2018-03-23,14.1,151.14999,216.89999,34.9,1.9307,40.15,377.97052,57.05,128.14999,83.5,587.5,49.25,121.0,128.10001,59.70967,78.0,56.7,14.4,422.75,6.2425713539123535
2018-03-26,13.6,152.7,219.2,34.7,1.93544,40.9,380.83792,57.9,130.25,84.5,588.25,49.55,123.4,128.39999,59.80007,80.25,57.4,14.05,440.54999,6.601153373718262
2018-03-27,13.2,153.05,217.25,34.75,1.92121,40.55,378.81863,57.1,131.64999,86.5,588.0,48.7,122.0,125.4,59.21246,82.0,56.55,14.0,430.85001,6.723396301269531
2018-03-28,13.6,151.10001,215.25,34.9,1.91647,40.6,379.54556,56.8,131.3,86.4,582.95001,48.25,122.15,124.85,59.21246,81.75,56.7,13.85,432.0,7.000482559204102
2018-03-29,,,,,,,,,,,,,,,,,,,,
2018-04-02,,,,,,,,,,,,,,,,,,,,
2018-04-03,13.7,156.05,221.14999,33.95,1.89275,41.75,368.31833,57.45,134.0,86.5,586.0,47.55,126.25,121.5,60.83968,85.5,57.9,13.7,434.79999,6.967884540557861
2018-04-04,13.65,154.7,220.39999,34.5,1.89749,43.3,366.78366,57.6,133.95,87.9,584.70001,47.9,125.35,121.55,61.42728,86.15,57.6,13.55,429.45001,6.7641448974609375
2018-04-05,14.25,157.2,222.95,34.9,1.86903,43.5,369.40875,58.45,134.55,87.1,592.0,48.8,125.8,122.75,61.42728,85.55,58.2,14.25,433.29999,7.236819267272949
2018-04-06,13.8,156.3,220.05,34.75,1.86428,43.3,367.38943,58.15,134.45,88.9,596.75,48.35,124.0,125.85,61.15608,84.6,57.9,14.1,429.25,7.269418239593506
2018-04-09,14.35,154.05,218.89999,34.85,1.97813,43.25,369.4895,58.1,133.8,88.0,600.04999,48.25,122.55,125.0,61.11088,82.85,60.1,13.95,434.10001,7.310166835784912
2018-04-10,14.8,156.3,221.35001,34.65,2.02083,43.4,371.7511,57.65,135.7,89.2,609.25,47.55,125.1,125.75,61.47248,84.2,62.0,14.5,443.54999,7.359064102172852
2018-04-11,14.65,156.0,219.3,34.3,2.03032,43.75,365.69324,57.05,132.7,88.0,627.59998,46.85,123.3,126.9,61.15608,85.5,61.7,14.55,446.60001,7.081977844238281
2018-04-12,14.55,154.75,219.64999,34.15,2.05878,43.8,366.09711,58.8,134.89999,89.2,628.95001,47.65,125.6,124.95,60.88488,83.85,61.45,14.7,451.60001,6.78044319152832
2018-04-13,14.5,154.0,217.10001,33.7,2.04455,43.5,359.23151,58.25,132.55,87.5,626.0,47.45,123.85,124.45,60.43287,82.2,61.3,14.6,451.79999,6.527807235717773
2018-04-16,14.8,150.0,213.85001,33.05,2.04929,42.8,355.03137,57.05,129.10001,86.65,605.65002,46.0,121.75,123.8,58.89606,81.8,60.15,14.35,442.10001,6.535956382751465
2018-04-17,15.05,152.7,221.0,33.1,2.0825,43.4,349.37738,56.2,134.45,85.7,614.34998,47.6,122.2,123.6,58.80566,83.05,59.7,14.35,455.64999,6.682648181915283
2018-04-18,15.45,152.89999,219.0,33.35,2.1157,43.3,344.85419,56.4,134.2,89.2,621.90002,46.75,121.0,122.3,59.03167,82.1,59.5,14.4,459.0,6.731546878814697
2018-04-19,15.7,152.2,219.75,32.4,2.07775,42.4,337.78668,57.5,132.85001,86.2,612.25,46.25,116.5,123.9,59.34806,80.85,57.9,14.4,463.20001,6.650050163269043
2018-04-20,15.5,151.55,215.05,32.75,2.05878,42.05,342.95605,56.75,130.64999,86.15,618.59998,45.85,116.45,122.05,58.30846,78.45,57.5,14.7,457.25,6.609302997589111
2018-04-23,15.5,153.8,216.95,32.55,2.04455,42.2,337.22125,55.8,130.89999,87.2,613.65002,45.7,115.5,122.85,56.86205,77.65,56.25,15.35,459.85001,6.258870601654053
2018-04-24,14.8,153.5,215.8,32.4,2.01134,42.0,332.17303,56.0,131.95,84.5,590.04999,46.25,115.5,122.6,54.55682,77.0,54.0,15.05,453.85001,6.315918445587158
2018-04-25,14.75,149.2,204.7,31.6,1.98288,41.8,323.12662,54.85,125.3,84.2,583.65002,45.35,110.0,121.4,53.20081,76.9,52.65,14.55,451.79999,6.421862602233887
2018-04-26,14.7,147.39999,199.0,31.1,1.91172,42.0,321.55157,54.5,123.5,83.8,572.40002,45.15,110.85,122.6,49.90119,75.9,49.9,14.45,459.89999,6.033443450927734
2018-04-27,15.05,149.95,198.7,31.8,1.91172,42.3,330.59799,54.05,128.39999,84.4,593.0,45.15,113.5,123.0,51.438,78.05,52.65,14.75,456.54999,6.231968402862549
2018-04-30,,,,,,,,,,,,,,,,,,,,
2018-05-01,,,,,,,,,,,,,,,,,,,,
2018-05-02,15.35,144.8,198.14999,31.6,1.84531,41.7,322.60162,55.55,122.5,79.45,598.95001,46.75,107.75,123.0,50.76,78.05,51.2,14.8,441.35001,5.964391231536865
2018-05-03,15.35,149.05,203.05,31.15,1.80262,41.75,318.6438,55.1,119.35,83.5,582.5,46.9,105.8,124.55,52.38721,80.0,49.25,14.85,446.39999,5.6191301345825195
2018-05-04,15.05,140.35001,182.89999,29.9,1.81685,39.6,308.54736,52.6,115.05,79.8,551.65002,46.4,102.0,122.25,50.26279,74.7,48.95,14.8,433.35001,5.386078357696533
2018-05-07,14.15,131.10001,178.45,27.65,1.8121,38.1,293.52383,51.15,109.7,77.3,523.40002,44.3,95.2,118.95,48.27398,73.0,46.4,13.95,437.79999,5.014922142028809
2018-05-08,13.85,125.4,164.5,27.5,1.69351,36.9,271.39246,49.6,105.25,75.5,500.0,42.1,96.55,111.0,45.56196,73.45,42.4,13.2,432.0,4.816397190093994
2018-05-09,15.35,128.95,171.2,28.15,1.7789,37.55,274.58292,50.25,114.2,78.3,514.5,45.65,104.5,112.3,47.27957,73.6,46.9,14.15,454.29999,5.204816818237305
2018-05-10,16.25,136.2,182.0,30.6,1.80736,38.6,285.16397,52.7,120.85,83.15,558.54999,49.95,106.4,112.15,52.47761,82.55,50.0,14.6,478.45001,5.342921257019043
2018-05-11,16.35,137.35001,178.39999,31.0,1.91647,39.75,282.45816,52.05,116.9,81.05,554.34998,50.6,102.0,107.05,52.34201,82.95,50.85,14.75,502.14999,5.023553371429443
2018-05-14,17.75,134.45,181.05,33.35,1.94493,41.35,273.57327,53.4,112.35,71.75,545.84998,52.85,97.6,111.6,54.28563,85.05,53.75,15.6,512.54999,4.8768181800842285
2018-05-15,18.1,139.5,182.0,33.8,2.09198,40.95,270.58472,54.0,111.3,72.25,539.0,52.35,97.0,115.0,56.50044,83.5,56.35,16.1,480.0,5.291131019592285
2018-05-16,17.3,147.2,195.2,35.05,2.12519,42.55,267.55579,55.1,112.8,73.45,523.40002,52.7,99.8,110.4,59.39326,88.05,59.2,15.8,484.35001,6.033443450927734
2018-05-17,17.6,144.35001,201.85001,34.1,2.04929,41.5,280.035,55.75,115.45,74.7,539.84998,52.85,102.85,113.05,60.56847,87.95,59.55,15.6,492.29999,6.1111273765563965
2018-05-18,17.8,140.60001,198.85001,34.75,1.99711,42.1,280.68118,59.15,114.35,74.65,561.75,53.2,101.9,113.25,61.42728,88.15,57.65,16.05,495.0,6.042074203491211
2018-05-21,17.45,139.8,198.5,33.9,2.01134,41.55,274.62332,58.4,114.45,74.8,558.34998,52.45,100.3,114.5,60.20687,87.05,56.3,16.1,490.25,5.964391231536865
2018-05-22,17.35,139.14999,197.55,32.9,1.97813,40.85,273.97714,58.25,111.6,73.7,542.5,52.0,92.2,113.5,57.35925,86.15,54.65,15.85,478.85001,5.826287269592285
2018-05-23,17.2,133.55,195.35001,32.55,1.89749,41.6,273.25018,58.0,108.4,64.3,516.70001,51.4,89.6,111.35,56.72644,85.75,53.5,15.25,475.75,5.584603786468506
2018-05-24,16.85,130.75,197.95,33.25,1.95916,42.25,265.45572,60.0,107.7,56.3,507.25,51.35,88.65,110.85,57.72085,86.75,52.95,14.65,470.5,5.429235935211182
2018-05-25,,,,,,,,,,,,,,,,,,,,
2018-05-28,16.8,127.2,192.3,31.85,1.87852,41.7,251.64378,60.1,103.75,59.2,485.54999,49.95,85.45,105.1,56.50044,86.1,52.3,14.25,445.85001,5.23934268951416
2018-05-29,16.15,121.1,189.60001,32.05,1.84531,40.85,241.99161,57.35,102.9,63.6,455.0,48.8,83.2,108.55,53.65282,83.9,50.4,14.35,465.14999,5.161657810211182
2018-05-30,16.65,119.1,189.95,32.4,1.8121,41.35,239.85117,57.45,104.6,64.5,449.25,48.85,82.5,108.65,52.70361,83.65,50.45,14.35,451.89999,5.204816818237305
2018-05-31,16.45,119.9,196.55,33.4,1.84531,42.1,236.01451,55.35,105.8,64.15,443.0,47.9,86.4,109.65,53.56242,84.3,50.55,14.4,453.75,5.204816818237305
2018-06-01,15.85,120.55,194.10001,33.85,1.79787,42.3,242.92047,55.9,106.2,64.15,452.5,48.0,85.65,110.5,52.43241,85.4,50.6,14.65,455.75,5.170289516448975
2018-06-04,15.5,125.85,198.10001,34.35,1.80262,42.3,241.18388,56.0,113.75,66.6,473.64999,48.3,90.1,110.0,54.51163,84.05,50.95,15.0,448.95001,5.610498428344727
2018-06-05,16.3,140.64999,208.05,36.0,1.92121,43.25,258.18628,57.5,119.9,69.95,482.25,50.0,97.5,113.6,58.76046,88.6,54.55,15.5,455.04999,5.9730224609375
2018-06-06,17.0,138.60001,203.10001,36.7,1.95442,43.3,260.89215,57.45,118.6,69.4,499.95001,48.9,97.35,115.85,58.30846,86.2,57.0,15.9,440.0,5.9384965896606445
2018-06-07,16.9,136.2,202.55,36.7,1.93544,42.5,259.6402,57.7,118.85,67.9,484.85001,48.5,94.55,114.95,57.85645,85.05,56.95,15.7,452.89999,5.817655563354492
2018-06-08,17.85,145.35001,208.2,38.95,2.0066,43.95,269.77701,60.0,127.4,69.9,527.25,50.6,98.45,117.8,59.21246,89.25,58.55,16.1,461.54999,6.067970275878906
2018-06-11,18.15,148.89999,213.35001,39.0,1.99237,45.1,274.58292,61.4,128.10001,70.25,519.20001,51.55,99.65,119.25,57.13325,88.9,57.9,16.1,471.79999,5.895339012145996
2018-06-12,17.7,144.0,206.85001,38.25,1.90223,45.45,270.78665,59.65,121.05,68.9,513.09998,50.0,94.55,117.9,56.22924,85.8,55.45,15.9,456.29999,5.610498428344727
2018-06-13,18.35,144.8,201.39999,38.15,1.85005,46.6,257.82285,59.75,117.9,67.65,501.79999,50.0,88.9,116.65,54.78283,85.6,53.05,15.5,459.85001,5.334290027618408
2018-06-14,19.0,135.8,191.95,38.55,1.85954,46.85,254.67271,59.1,114.5,69.45,474.54999,49.8,84.15,122.0,51.75441,86.15,50.9,16.0,479.54999,5.291131019592285
2018-06-15,19.0,140.35001,184.75,38.6,1.85954,47.2,256.89395,60.0,114.2,69.9,474.0,50.45,83.45,124.0,50.3984,84.5,52.1,16.15,481.04999,5.291131019592285
2018-06-18,17.9,124.35,164.35001,36.0,1.7362,43.5,230.68358,56.5,103.45,63.3,410.70001,45.4,73.6,114.05,43.43754,78.0,45.7,15.45,446.14999,4.911344051361084
2018-06-19,19.05,133.2,179.7,36.1,1.84057,44.9,253.13806,58.3,108.4,67.95,417.20001,48.6,78.4,120.95,45.15516,84.75,47.1,15.8,465.79999,5.429235935211182
2018-06-20,,,,,,,,,,,,,,,,,,,,
2018-06-21,20.75,143.95,201.95,36.3,1.97339,47.4,276.0368,59.65,115.6,69.5,436.5,49.6,83.65,120.7,48.45478,88.1,53.45,16.4,470.20001,6.421862602233887
2018-06-22,21.2,137.45,194.95,34.8,1.91647,46.1,282.74084,55.45,110.55,72.3,438.64999,47.55,77.05,115.9,49.26839,86.15,52.2,16.0,458.0,6.214705467224121
2018-06-25,19.8,127.0,183.39999,32.75,1.84531,44.65,268.16159,53.95,102.15,67.4,412.89999,45.45,67.2,112.9,47.41517,83.45,51.85,15.2,423.60001,5.774497032165527
2018-06-26,19.8,126.85,179.45,31.75,1.84531,43.9,265.73843,53.6,101.7,65.75,410.75,44.65,66.2,112.0,45.74276,80.55,50.15,14.65,417.10001,5.774497032165527
2018-06-27,18.5,114.0,163.2,28.0,1.6271,41.35,229.39124,51.0,90.0,59.0,360.0,41.9,56.5,107.0,39.77631,71.5,44.8,13.1,390.0,5.014922142028809
2018-06-28,19.3,121.85,176.95,27.95,1.62235,42.8,239.97231,52.4,99.9,59.95,351.79999,42.2,61.5,110.35,40.68032,74.0,45.0,13.4,396.85001,5.2566046714782715
2018-06-29,20.65,119.0,168.5,27.9,1.51799,42.25,241.50697,46.9,95.05,58.2,342.0,41.0,61.6,102.8,39.77631,68.0,40.5,13.35,387.0,4.954500675201416
2018-07-02,20.25,111.0,164.35001,28.0,1.5512,41.4,236.70105,43.9,93.9,57.25,312.5,38.85,63.35,97.7,37.8327,68.9,38.45,12.85,375.70001,4.574714183807373
2018-07-03,20.35,121.0,186.10001,30.0,1.72197,41.5,245.54555,49.2,100.15,62.0,323.0,42.3,71.05,102.75,42.30753,73.95,44.0,13.5,407.0,4.8768181800842285
2018-07-04,20.5,123.0,183.8,30.05,1.75992,41.55,246.99942,50.5,101.45,61.95,354.75,43.8,72.95,104.0,43.70874,73.75,45.85,13.8,422.0,4.937238693237305
2018-07-05,21.15,123.5,190.0,30.55,1.78364,43.3,241.91083,47.0,101.0,65.0,363.0,42.65,73.2,102.05,43.48274,79.9,47.0,14.45,420.5,4.85092306137085
2018-07-06,21.65,120.95,185.85001,29.85,1.77415,43.8,233.55096,44.55,101.3,62.95,360.79999,41.85,71.65,101.2,42.48833,77.95,46.9,14.75,407.35001,4.859555244445801
2018-07-09,,,,,,,,,,,,,,,,,,,,
2018-07-10,22.3,122.0,189.45,29.7,1.74569,43.7,224.54494,46.05,99.3,61.7,367.95001,42.95,70.3,99.95,41.94593,76.9,48.65,15.2,412.5,4.799134254455566
2018-07-11,21.75,122.0,189.95,29.1,1.72197,43.55,222.72758,46.5,100.65,60.7,361.79999,42.15,70.15,100.0,40.04751,79.45,46.55,14.8,401.75,4.695555686950684
2018-07-12,21.5,118.5,183.95,28.85,1.6603,43.55,217.19472,45.7,95.95,59.45,348.35001,41.5,67.2,100.0,41.35832,78.7,44.2,14.5,409.95001,4.531556606292725
2018-07-13,21.0,117.75,180.39999,28.7,1.65556,43.8,206.57327,45.45,94.8,57.55,340.0,41.5,64.3,101.05,44.16074,76.4,44.15,14.25,411.0,4.471135139465332
2018-07-16,19.8,117.0,180.2,28.35,1.64607,43.45,204.91745,45.25,93.75,56.6,331.85001,41.05,64.0,102.85,44.25115,74.55,43.15,14.2,410.10001,4.445241451263428
2018-07-17,20.0,121.0,186.10001,28.55,1.68402,43.7,203.78665,43.7,97.6,56.95,335.20001,41.55,64.2,106.0,44.38675,75.55,45.15,14.55,422.89999,4.531556606292725
2018-07-18,19.6,121.9,185.5,28.7,1.73146,44.65,226.16037,44.65,97.0,57.35,356.04999,42.4,65.35,112.95,45.38116,77.65,44.85,14.55,431.85001,4.652397632598877
2018-07-19,18.95,120.6,184.7,29.35,1.70774,45.25,223.49492,43.9,95.6,57.2,349.64999,41.65,62.75,109.6,46.73717,76.5,44.55,13.8,430.0,4.531556606292725
2018-07-20,20.1,124.2,188.14999,30.3,1.78839,45.2,252.57268,42.9,98.75,60.1,360.39999,42.55,63.85,110.45,47.64117,79.3,45.55,14.05,449.60001,4.600608825683594
2018-07-23,21.0,125.0,185.0,30.8,1.84531,45.0,267.15195,41.8,97.2,57.95,358.95001,41.9,62.9,109.45,49.22319,79.95,46.7,14.3,453.54999,4.548819065093994
2018-07-24,21.45,125.2,187.10001,30.75,1.87377,45.5,259.55942,43.7,99.2,57.05,375.85001,42.6,65.45,108.8,50.3984,80.9,48.7,15.05,468.45001,4.721449375152588
2018-07-25,21.65,131.0,194.35001,31.5,1.94967,45.15,264.93073,45.9,101.95,59.85,398.45001,44.1,71.7,109.9,53.65282,87.2,51.9,15.1,472.0,5.040816783905029
2018-07-26,20.5,131.5,196.10001,31.25,1.94018,45.75,263.75952,45.5,101.2,61.4,403.10001,45.0,72.7,109.1,54.24043,90.35,50.35,15.05,456.79999,4.963132858276367
2018-07-27,20.35,132.0,195.85001,30.9,1.92595,45.75,271.15015,47.25,100.0,63.9,399.89999,46.25,74.25,109.5,53.78842,90.8,50.9,14.8,453.39999,4.859555244445801
2018-07-30,19.8,128.8,190.60001,31.2,1.92121,45.9,271.43283,47.45,97.9,63.3,392.25,46.3,72.45,108.0,56.04844,90.65,52.95,14.8,447.75,4.980396270751953
2018-07-31,19.7,127.0,187.25,31.55,1.92595,46.45,278.6619,47.55,97.4,62.05,395.89999,46.45,74.5,110.7,56.22924,90.95,52.4,14.8,451.10001,4.963132858276367
2018-08-01,20.15,125.0,184.95,32.25,1.94493,47.4,279.55038,47.8,99.55,61.25,393.10001,45.4,75.45,110.8,55.32523,90.65,52.2,15.65,443.0,4.919973850250244
2018-08-02,20.3,122.5,173.75,31.35,2.02083,46.4,269.73663,46.5,99.8,58.5,387.0,43.8,72.1,109.5,53.33642,88.7,51.6,15.75,437.0,4.885448455810547
2018-08-03,20.8,124.0,179.75,31.25,2.06827,46.05,261.98257,46.8,102.0,59.6,383.85001,43.7,72.7,110.0,53.47202,88.9,53.15,15.65,451.89999,4.902711868286133
2018-08-06,20.3,121.5,177.05,31.95,2.06352,45.65,248.97833,47.4,101.6,58.95,375.25,43.45,72.4,109.15,51.5284,89.0,53.0,14.75,444.79999,4.790502548217773
2018-08-07,19.1,113.2,163.3,31.6,1.94493,44.25,235.65103,46.4,95.6,56.85,363.79999,41.9,68.25,110.0,48.81638,87.0,50.15,13.85,435.60001,4.540187358856201
2018-08-08,17.85,115.0,151.60001,30.4,1.92121,44.15,224.62572,43.75,92.85,54.45,342.60001,40.85,64.7,106.1,46.55637,83.75,46.35,13.0,427.79999,4.367556571960449
2018-08-09,18.35,115.5,158.14999,30.25,1.9639,43.85,218.48708,42.95,95.6,53.0,343.25,41.65,66.15,102.8,47.00837,84.0,46.7,12.95,431.95001,4.419345855712891
